#F 10_09_Prisk2D1.dat
#E 1412881754
#D Thu Oct 09 14:09:14 2014
#C 2D collimated USAXS  User = s15usaxs
#H0  SR_current  SR_fill  SR_status  SR_mode  SR_fb  SR_fbH  SR_fbV  SR_topUp  barometer_mbar
#H1  SR_BPM_HP  SR_BPM_VP  SR_BPM_HA  SR_BPM_VA  ID_gap  ID_E  ID_harmonic  ID_taperGap  ID_taperE
#H2  FE_XBPM_HP  FE_XBPM_VP  FE_XBPM_HA  FE_XBPM_VA
#H3  DCM_energy  DCM_lambda  UND_energy  UND_tracking  UND_offset  mrEnc  arEnc
#H4  mrCenter  arCenter  msrCenter  asrCenter  Scan_Al_Filter  Scan_Ti_Filter
#H5  I0AmpGain  I00AmpGain
#H6  UPD2mode  UPD2range  UPD2vfc  UPD2gain  UPD2selected
#H7  UPD2gain1  UPD2bkg1  UPD2bkgErr1
#H8  UPD2gain2  UPD2bkg2  UPD2bkgErr2
#H9  UPD2gain3  UPD2bkg3  UPD2bkgErr3
#H10  UPD2gain4  UPD2bkg4  UPD2bkgErr4
#H11  UPD2gain5  UPD2bkg5  UPD2bkgErr5
#H12  thickness  ARenc_0  SAD  SDD  CCD_DX  CCD_DY
#H13  DIODE_DX  DIODE_DY  UATERM  sampleYstep
#H14  USAXSPinT_Measure  USAXSPinT_AyPosition  USAXSPinT_Time  USAXSPinT_pinCounts  USAXSPinT_pinGain  USAXSPinT_I0Counts  USAXSPinT_I0Gain

#O0 unused0  mx  my  WAXS_X  ax  un5  az  unused7
#O1 msx  msy  asx  asy  ion_ch  tcam  sa  unused15
#O2 sx  sy  dx  un19  uslitvercen  uslithorcen  uslitverap  uslithorap
#O3 pin_x  pin_z  GSlit_Outb  GSlit_inb  GSlit_top  GSlit_bot  unused30  pin_y
#O4 USAXS.a2rp  USAXS.m2rp  USAXS.asrp  USAXS.msrp  mr  unused37  mst  ast
#O5 msr  asr  unused42  unused43  ar  ay  dy  un47
#O6 un48  un49  un50  un51  un52  en  
#o0 un0 mx my waxsx ax un5 az un7
#o1 msx msy asx asy ion_ch tcam sa un15
#o2 sx sy dx un19 uslvcen uslhcen uslvap uslhap
#o3 pin_x pin_z gslout gslinb gsltop gslbot un30 pin_y
#o4 a2rp m2rp asrp msrp mr un37 mst ast
#o5 msr asr un42 un43 ar ay dy un47
#o6 un48 un49 un50 un51 un52 en 

#J0 seconds  I0  I00  USAXS_PD  Monitor  I000  
#j0 sec I0 I00 upd2 mon I000 

#C Thu Oct 09 14:10:12 2014.  do usaxs.mac.
#C Thu Oct 09 14:10:12 2014.  do USAXS_conf.mac.
#C Thu Oct 09 14:10:12 2014.  do /data/spec/macros/usaxs/usaxs_startscan.mac.
#C Thu Oct 09 14:10:14 2014.  USAXS I0 dark current range 5 = 1922 +/- 2.73861 c/s.
#C Thu Oct 09 14:10:14 2014.  USAXS I00 dark current range 5 = 1458 +/- 84.9706 c/s.
#C Thu Oct 09 14:10:15 2014.  USAXS I0 dark current range 4 = 1401 +/- 2.23607 c/s.
#C Thu Oct 09 14:10:15 2014.  USAXS I00 dark current range 4 = 1089 +/- 34.5326 c/s.
#C Thu Oct 09 14:10:17 2014.  USAXS I0 dark current range 3 = 1348 +/- 2.73861 c/s.
#C Thu Oct 09 14:10:17 2014.  USAXS I00 dark current range 3 = 861 +/- 34.3511 c/s.
#C Thu Oct 09 14:10:18 2014.  USAXS I0 dark current range 2 = 1345 +/- 0 c/s.
#C Thu Oct 09 14:10:18 2014.  USAXS I00 dark current range 2 = 114 +/- 115.78 c/s.
#C Thu Oct 09 14:10:19 2014.  USAXS I0 dark current range 1 = 1344 +/- 2.23607 c/s.
#C Thu Oct 09 14:10:19 2014.  USAXS I00 dark current range 1 = 276 +/- 2.23607 c/s.
#C Thu Oct 09 14:10:22 2014.  USAXS upd2 FemtoPD dark current range 5 = 9792 +/- 557.961 c/s.
#C Thu Oct 09 14:10:24 2014.  USAXS upd2 FemtoPD dark current range 4 = 107 +/- 12.5499 c/s.
#C Thu Oct 09 14:10:25 2014.  USAXS upd2 FemtoPD dark current range 3 = 5 +/- 0 c/s.
#C Thu Oct 09 14:10:26 2014.  USAXS upd2 FemtoPD dark current range 2 = 5 +/- 0 c/s.
#C Thu Oct 09 14:10:28 2014.  USAXS upd2 FemtoPD dark current range 1 = 5 +/- 0 c/s.
#C Thu Oct 09 14:10:28 2014.  Prisk1.
#C Thu Oct 09 14:10:37 2014.  Ready for USAXS mode.
#C Thu Oct 09 14:10:37 2014.  Moving USAXS slits and guard slits to correct place.
#C Thu Oct 09 14:10:38 2014.  tuning USAXS motor mr.

#S 1  ascan  mr 10.9483 10.9423  30 0.1
#D Thu Oct 09 14:10:40 2014
#T 0.1  (seconds)
#G0 0
#G1 0
#G3 0
#G4 0
#Q 
#P0 -22.29064 21.5 -1.953125e-05 266.71875 -23.800078 -0.1 335.17266 17.075
#P1 5.894899e-07 9.99893 360 -3.00021 0 -30 27.8015 0
#P2 0 0 89.6825 26.355 6e-05 8e-06 0.999914 0.9998265
#P3 -0.001369 127.16558 1.0979277 -1.1013935 0.75114511 -0.74850354 0.000245 4
#P4 2.61 3.0225 8.1475 2.6675 10.94532 0 0 0
#P5 10.4628 10.552 -8.67896 -0.351 10.973415 -7.9 21.859141 0
#P6 0 0 0 0 0 17.0005 
#C tuning USAXS motor mr
#V0 101.889 0 1 0 1 1 1 1 989.325
#V1 -0.0197732 -0.110637 34.1914 101.126 0 0 0 -0.00028485 -0.000602722
#V2 -1.12173 0.551658 32.2475 -21.2759
#V3 17 0.729319 17.1416 0 0 10.4488 10.973415
#V4 10.9453 10.9734 2.66846 8.14654 0 0
#V5 10000000 10000000
#V6 0 0 100000 1.0e+04 1
#V7 1.0e+04 5 0
#V8 1.0e+06 5 0
#V9 1.0e+08 5 0
#V10 1.0e+10 107 12.5499
#V11 1.0e+12 9792 557.961
#V12 1 10.9734 198 873 25.91 36.906
#V13 89.6825 21.8591 1 
#V14 1 1.88418 3 372155 100000 432089 1000000
#N 19
#L mr    ay  dy  ar_enc  pd_range  pd_counts  pd_rate  pd_curent  I0_gain  I00_gain  asrp  Epoch  seconds  I0  USAXS_PD  Monitor  I000  I00  I00
10.94832  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 87 0.1 159 2 0 0 260 260
10.94812  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 87 0.1 167 2 0 0 287 287
10.94792  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 87 0.1 180 2 0 0 342 342
10.94772  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 88 0.1 197 2 0 0 423 423
10.94752  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 88 0.1 219 2 0 0 495 495
10.94732  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 88 0.1 268 2 0 0 735 735
10.94712  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 89 0.1 316 2 0 0 977 977
10.94692  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 89 0.1 403 2 0 0 1216 1216
10.94672  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 89 0.1 516 2 0 0 1729 1729
10.94652  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 89 0.1 702 2 0 0 2745 2745
10.94632  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 90 0.1 1274 2 0 0 6193 6193
10.94612  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 90 0.1 2118 3 0 0 9911 9911
10.94592  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 90 0.1 4598 5 0 0 15289 15289
10.94572  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 90 0.1 8901 110 0 0 19291 19291
10.94552  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 91 0.1 13832 359 0 0 21401 21401
10.94532  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 91 0.1 19152 885 0 0 22358 22358
10.94512  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 91 0.1 19364 862 0 0 22112 22112
10.94492  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 92 0.1 16221 521 0 0 21144 21144
10.94472  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 92 0.1 11302 117 0 0 19007 19007
10.94452  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 92 0.1 5919 3 0 0 14659 14659
10.94432  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 92 0.1 1837 2 0 0 7541 7541
10.94412  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 93 0.1 941 2 0 0 4143 4143
10.94392  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 93 0.1 545 2 0 0 2052 2052
10.94372  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 93 0.1 387 2 0 0 1249 1249
10.94352  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 93 0.1 299 2 0 0 898 898
10.94332  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 94 0.1 223 2 0 0 527 527
10.94312  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 94 0.1 193 2 0 0 435 435
10.94292  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 94 0.1 170 2 0 0 336 336
10.94272  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 95 0.1 157 2 0 0 262 262
10.94252  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 95 0.1 148 2 0 0 251 251
10.94232  -7.900 21.859 10.973415 1 725 9062.5 9.0575e-06 1e+07 1e+07 8.148 95 0.1 142 2 0 0 209 209
#C Thu Oct 09 14:10:50 2014.  setting motor mr to 10.9453.
#C Thu Oct 09 14:10:50 2014.  tuning USAXS motor m2rp.

#S 2  ascan  m2rp 3.4225 2.6225  20 0.05
#D Thu Oct 09 14:10:52 2014
#T 0.05  (seconds)
#G0 0
#G1 0
#G3 0
#G4 0
#Q 
#P0 -22.29064 21.5 -1.953125e-05 266.71875 -23.800078 -0.1 335.17266 17.075
#P1 5.894899e-07 9.99893 360 -3.00021 0 -30 27.8015 0
#P2 0 0 89.6825 26.355 6e-05 8e-06 0.999914 0.9998265
#P3 -0.001369 127.16558 1.0979277 -1.1013935 0.75114511 -0.74850354 0.000245 4
#P4 2.61 3.0225 8.1475 2.6675 10.94527 0 0 0
#P5 10.4628 10.552 -8.67896 -0.351 10.973415 -7.9 21.859141 0
#P6 0 0 0 0 0 17.0005 
#C tuning USAXS motor m2rp
#V0 101.848 0 1 0 1 1 1 1 989.327
#V1 -0.0199135 -0.110615 34.2116 101.124 0 0 0 -0.00028485 -0.000602722
#V2 -1.12185 0.552051 32.2575 -21.2921
#V3 17 0.729319 17.1416 0 0 10.4488 10.973415
#V4 10.9453 10.9734 2.66846 8.14654 0 0
#V5 10000000 10000000
#V6 0 0 100000 1.0e+04 1
#V7 1.0e+04 5 0
#V8 1.0e+06 5 0
#V9 1.0e+08 5 0
#V10 1.0e+10 107 12.5499
#V11 1.0e+12 9792 557.961
#V12 1 10.9734 198 873 25.91 36.906
#V13 89.6825 21.8591 1 
#V14 1 1.88418 3 372155 100000 432089 1000000
#N 19
#L USAXS.m2rp    ay  dy  ar_enc  pd_range  pd_counts  pd_rate  pd_curent  I0_gain  I00_gain  asrp  Epoch  seconds  I0  USAXS_PD  Monitor  I000  I00  I00
3.4225  -7.900 21.859 10.973415 1 738 9225 9.22e-06 1e+07 1e+07 8.148 98 0.05 423 1 0 0 724 724
