#F 03_18_GlassyCarbon.dat
#E 1426815327
#D Thu Mar 19 20:35:27 2015
#C Glassy carbon standards  User = usaxs
#H0  SR_current  SR_fill  SR_status  SR_mode  SR_fb  SR_fbH  SR_fbV  SR_topUp  barometer_mbar
#H1  SR_BPM_HP  SR_BPM_VP  SR_BPM_HA  SR_BPM_VA  ID_gap  ID_E  ID_harmonic  ID_taperGap  ID_taperE
#H2  FE_XBPM_HP  FE_XBPM_VP  FE_XBPM_HA  FE_XBPM_VA
#H3  DCM_energy  DCM_lambda  UND_energy  UND_tracking  UND_offset  mrEnc  arEnc
#H4  mrCenter  arCenter  msrCenter  asrCenter  Scan_Al_Filter  Scan_Ti_Filter
#H5  I0AmpGain  I00AmpGain
#H6  UPD2mode  UPD2range  UPD2vfc  UPD2gain  UPD2selected
#H7  UPD2gain1  UPD2bkg1  UPD2bkgErr1
#H8  UPD2gain2  UPD2bkg2  UPD2bkgErr2
#H9  UPD2gain3  UPD2bkg3  UPD2bkgErr3
#H10  UPD2gain4  UPD2bkg4  UPD2bkgErr4
#H11  UPD2gain5  UPD2bkg5  UPD2bkgErr5
#H12  thickness  ARenc_0  SAD  SDD  CCD_DX  CCD_DY
#H13  DIODE_DX  DIODE_DY  UATERM  sampleYstep
#H14  USAXSPinT_Measure  USAXSPinT_AyPosition  USAXSPinT_Time  USAXSPinT_pinCounts  USAXSPinT_pinGain  USAXSPinT_I0Counts  USAXSPinT_I0Gain

#O0 unused0  mx  my  WAXS_X  ax  un5  az  unused7
#O1 msx  msy  ART50-100  asy  ion_ch  tcam  cam_y  cam_focus
#O2 sx  sy  dx  un19  uslitvercen  uslithorcen  uslitverap  uslithorap
#O3 pin_x  pin_z  GSlit_outb  GSlit_inb  GSlit_top  GSlit_bot  unused30  pin_y
#O4 USAXS.a2rp  USAXS.m2rp  USAXS.asrp  USAXS.msrp  mr  unused37  mst  ast
#O5 msr  asr  unused42  unused43  ar  ay  dy  un47
#O6 un48  un49  un50  un51  un52  en  
#o0 un0 mx my waxsx ax un5 az un7
#o1 msx msy art asy ion_ch tcam camy camf
#o2 sx sy dx un19 uslvcen uslhcen uslvap uslhap
#o3 pin_x pin_z gslout gslinb gsltop gslbot un30 pin_y
#o4 a2rp m2rp asrp msrp mr un37 mst ast
#o5 msr asr un42 un43 ar ay dy un47
#o6 un48 un49 un50 un51 un52 en 

#J0 seconds  I0  I00  USAXS_PD  Monitor  
#j0 sec I0 I00 upd2 mon 

#C Thu Mar 19 20:35:51 2015.  Ready for USAXS mode.
#C Thu Mar 19 20:35:51 2015.  Moving USAXS slits and guard slits to correct place.
#C Thu Mar 19 20:35:53 2015.  tuning USAXS motor mr.

#S 1  ascan  mr 10.9146 10.9086  30 0.1
#D Thu Mar 19 20:35:55 2015
#T 0.1  (seconds)
#G0 0
#G1 0
#G3 0
#G4 0
#Q 
#P0 -22.29064 19.5 -1.953125e-05 0 -48 -0.1 200 17.075
#P1 5.894899e-07 10.99972 15 3.43895 0 -30 27.8015 0
#P2 -53.8 139.5005 65.86525 26.355 2.4e-05 -3.6e-05 0.799966 0.8000695
#P3 -0.001041 40.999661 1.0886147 -1.111972 0.55501177 -0.54506738 0.000245 260
#P4 2.8925 4.3775 6.3525 3.1475 10.91158 0 0 0
#P5 17.535 18.00624 -8.67896 -0.351 10.950517 0.48 21.338398 0
#P6 0 0 0 0 0 17 
#C tuning USAXS motor mr
#V0 101.839 0 1 0 1 1 1 1 990.521
#V1 -0.0383721 0.111542 42.713 13.4571 0 0 0 0.00142425 0.00295258
#V2 1.66141 -3.23531 -98.6107 164.737
#V3 17 0.729319 17.1461 1 0.16 10.4685 10.950517
#V4 10.9116 10.9505 3.14709 6.35344 0 0
#V5 10000000 1000000000
#V6 0 0 100000 1.0e+04 1
#V7 1.0e+04 5 0
#V8 1.0e+06 5 0
#V9 1.0e+08 5 0
#V10 1.0e+10 161 6.5192
#V11 1.0e+12 13676 868.946
#V12 1 10.9505 200 875 0 37.1
#V13 65.8653 21.3384 1 
#V14 1 10.2595 3 1906932 1000000 1539592 10000000
#N 17
#L mr    ay  dy  ar_enc  pd_range  pd_counts  pd_rate  pd_curent  I0_gain  I00_gain  Epoch  seconds  I00  USAXS_PD  Monitor  I0  I0
10.91458  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 29.030 0.1 1 2 0 64 64
10.91438  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 29.412 0.1 1 1 0 73 73
10.91418  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 29.789 0.1 1 2 0 88 88
10.91398  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 30.174 0.1 1 1 0 102 102
10.91378  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 30.539 0.1 1 1 0 128 128
10.91358  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 30.816 0.1 1 2 0 182 182
10.91338  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 31.168 0.1 1 1 0 242 242
10.91318  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 31.439 0.1 1 2 0 396 396
10.91298  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 31.819 0.1 1 1 0 649 649
10.91278  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 32.189 0.1 1 2 0 1345 1345
10.91258  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 32.457 0.1 1 1 0 6243 6243
10.91238  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 32.841 0.1 1553 2 0 14398 14398
10.91218  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 33.209 0.1 5223 9 0 30644 30644
10.91198  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 33.475 0.1 6995 443 0 38813 38813
10.91178  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 33.845 0.1 7741 9593 0 42078 42078
10.91158  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 34.245 0.1 7644 22164 0 41680 41680
10.91138  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 34.623 0.1 7600 22903 0 41673 41673
10.91118  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 35.010 0.1 7206 11780 0 39669 39669
10.91098  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 35.408 0.1 6022 2736 0 34429 34429
10.91078  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 35.768 0.1 2928 38 0 20775 20775
10.91058  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 36.157 0.1 1 2 0 5649 5649
10.91038  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 36.547 0.1 1 2 0 1994 1994
10.91018  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 36.925 0.1 1 2 0 611 611
10.90998  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 37.294 0.1 1 2 0 353 353
10.90978  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 37.693 0.1 1 1 0 198 198
10.90958  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 38.061 0.1 1 1 0 128 128
10.90938  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 38.328 0.1 1 2 0 98 98
10.90918  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 38.725 0.1 1 1 0 75 75
10.90898  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 39.091 0.1 1 1 0 63 63
10.90878  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 39.357 0.1 1 2 0 54 54
10.90858  0.480 21.338 10.950517 1 19826 247825 0.00024782 1e+07 1e+09 39.745 0.1 1 1 0 44 44
#C Thu Mar 19 20:36:07 2015.  setting motor mr to 10.9116.
#C Thu Mar 19 20:36:07 2015.  tuning USAXS motor m2rp.

#S 2  ascan  m2rp 4.6775 4.0775  20 0.05
#D Thu Mar 19 20:36:09 2015
#T 0.05  (seconds)
#G0 0
#G1 0
#G3 0
#G4 0
#Q 
#P0 -22.29064 19.5 -1.953125e-05 0 -48 -0.1 200 17.075
#P1 5.894899e-07 10.99972 15 3.43895 0 -30 27.8015 0
#P2 -53.8 139.5005 65.86525 26.355 2.4e-05 -3.6e-05 0.799966 0.8000695
#P3 -0.001041 40.999661 1.0886147 -1.111972 0.55501177 -0.54506738 0.000245 260
#P4 2.8925 4.3775 6.3525 3.1475 10.91156 0 0 0
#P5 17.535 18.00624 -8.67896 -0.351 10.950517 0.48 21.338398 0
#P6 0 0 0 0 0 17 
#C tuning USAXS motor m2rp
#V0 101.785 0 1 0 1 1 1 1 990.514
#V1 -0.038495 0.111513 42.7076 13.4425 0 0 0 0.00142425 0.00295258
#V2 1.66148 -3.23418 -98.6372 164.633
#V3 17 0.729319 17.1461 1 0.16 10.4686 10.950517
